Entity,Code,Date,Daily_ICU_occupancy
Czech Republic,CZE,12-04-2020,100
Czech Republic,CZE,13-04-2020,93
Czech Republic,CZE,14-04-2020,83
Czech Republic,CZE,15-04-2020,77
Czech Republic,CZE,16-04-2020,83
Czech Republic,CZE,17-04-2020,81
Czech Republic,CZE,18-04-2020,75
Czech Republic,CZE,19-04-2020,81
Czech Republic,CZE,20-04-2020,78
Czech Republic,CZE,21-04-2020,79
Czech Republic,CZE,22-04-2020,75
Czech Republic,CZE,23-04-2020,78
Czech Republic,CZE,24-04-2020,75
Czech Republic,CZE,25-04-2020,71
Czech Republic,CZE,26-04-2020,72
Czech Republic,CZE,27-04-2020,68
Czech Republic,CZE,28-04-2020,68
Czech Republic,CZE,29-04-2020,64
Czech Republic,CZE,30-04-2020,60
Czech Republic,CZE,01-05-2020,55
Czech Republic,CZE,02-05-2020,50
Czech Republic,CZE,03-05-2020,50
Czech Republic,CZE,04-05-2020,55
Czech Republic,CZE,05-05-2020,47
Czech Republic,CZE,06-05-2020,44
Czech Republic,CZE,07-05-2020,41
Czech Republic,CZE,08-05-2020,44
Czech Republic,CZE,09-05-2020,39
Czech Republic,CZE,10-05-2020,40
Czech Republic,CZE,11-05-2020,42
Czech Republic,CZE,12-05-2020,40
Czech Republic,CZE,13-05-2020,39
Czech Republic,CZE,14-05-2020,35
Czech Republic,CZE,15-05-2020,35
Czech Republic,CZE,16-05-2020,34
Czech Republic,CZE,17-05-2020,35
Czech Republic,CZE,18-05-2020,33
Czech Republic,CZE,19-05-2020,32
Czech Republic,CZE,20-05-2020,32
Czech Republic,CZE,21-05-2020,30
Czech Republic,CZE,22-05-2020,25
Czech Republic,CZE,23-05-2020,23
Czech Republic,CZE,24-05-2020,22
Czech Republic,CZE,25-05-2020,20
Czech Republic,CZE,26-05-2020,16
Czech Republic,CZE,27-05-2020,17
Czech Republic,CZE,28-05-2020,15
Czech Republic,CZE,29-05-2020,15
Czech Republic,CZE,30-05-2020,12
Czech Republic,CZE,31-05-2020,12
Czech Republic,CZE,01-06-2020,13
Czech Republic,CZE,02-06-2020,11
Czech Republic,CZE,03-06-2020,10
Czech Republic,CZE,04-06-2020,9
Czech Republic,CZE,05-06-2020,9
Czech Republic,CZE,06-06-2020,9
Czech Republic,CZE,07-06-2020,10
Czech Republic,CZE,08-06-2020,9
Czech Republic,CZE,09-06-2020,9
Czech Republic,CZE,10-06-2020,11
Czech Republic,CZE,11-06-2020,12
Czech Republic,CZE,12-06-2020,11
Czech Republic,CZE,13-06-2020,12
Czech Republic,CZE,14-06-2020,10
Czech Republic,CZE,15-06-2020,9
Czech Republic,CZE,16-06-2020,8
Czech Republic,CZE,17-06-2020,8
Czech Republic,CZE,18-06-2020,10
Czech Republic,CZE,19-06-2020,8
Czech Republic,CZE,20-06-2020,9
Czech Republic,CZE,21-06-2020,9
Czech Republic,CZE,22-06-2020,9
Czech Republic,CZE,23-06-2020,9
Czech Republic,CZE,24-06-2020,13
Czech Republic,CZE,25-06-2020,12
Czech Republic,CZE,26-06-2020,10
Czech Republic,CZE,27-06-2020,11
Czech Republic,CZE,28-06-2020,14
Czech Republic,CZE,29-06-2020,11
Czech Republic,CZE,30-06-2020,11
Czech Republic,CZE,01-07-2020,10
Czech Republic,CZE,02-07-2020,11
Czech Republic,CZE,03-07-2020,11
Czech Republic,CZE,04-07-2020,13
Czech Republic,CZE,05-07-2020,13
Czech Republic,CZE,06-07-2020,10
Czech Republic,CZE,07-07-2020,11
Czech Republic,CZE,08-07-2020,10
Czech Republic,CZE,09-07-2020,15
Czech Republic,CZE,10-07-2020,15
Czech Republic,CZE,11-07-2020,14
Czech Republic,CZE,12-07-2020,15
Czech Republic,CZE,13-07-2020,19
Czech Republic,CZE,14-07-2020,17
Czech Republic,CZE,15-07-2020,17
Czech Republic,CZE,16-07-2020,21
Czech Republic,CZE,17-07-2020,20
Czech Republic,CZE,18-07-2020,19
Czech Republic,CZE,19-07-2020,19
Czech Republic,CZE,20-07-2020,18
Czech Republic,CZE,21-07-2020,22
Czech Republic,CZE,22-07-2020,21
Czech Republic,CZE,23-07-2020,20
Czech Republic,CZE,24-07-2020,16
Czech Republic,CZE,25-07-2020,15
Czech Republic,CZE,26-07-2020,14
Czech Republic,CZE,27-07-2020,17
Czech Republic,CZE,28-07-2020,19
Czech Republic,CZE,29-07-2020,20
Czech Republic,CZE,30-07-2020,20
Czech Republic,CZE,31-07-2020,19
Czech Republic,CZE,01-08-2020,19
Czech Republic,CZE,02-08-2020,19
Czech Republic,CZE,03-08-2020,16
Czech Republic,CZE,04-08-2020,13
Czech Republic,CZE,05-08-2020,15
Czech Republic,CZE,06-08-2020,14
Czech Republic,CZE,07-08-2020,16
Czech Republic,CZE,08-08-2020,16
Czech Republic,CZE,09-08-2020,17
Czech Republic,CZE,10-08-2020,22
Czech Republic,CZE,11-08-2020,23
Czech Republic,CZE,12-08-2020,22
Czech Republic,CZE,13-08-2020,24
Czech Republic,CZE,14-08-2020,25
Czech Republic,CZE,15-08-2020,27
Czech Republic,CZE,16-08-2020,26
Czech Republic,CZE,17-08-2020,28
Czech Republic,CZE,18-08-2020,27
Czech Republic,CZE,19-08-2020,25
Czech Republic,CZE,20-08-2020,24
Czech Republic,CZE,21-08-2020,23
Czech Republic,CZE,22-08-2020,26
Czech Republic,CZE,23-08-2020,24
Czech Republic,CZE,24-08-2020,31
Czech Republic,CZE,25-08-2020,32
Czech Republic,CZE,26-08-2020,34
Czech Republic,CZE,27-08-2020,34
Czech Republic,CZE,28-08-2020,37
Czech Republic,CZE,29-08-2020,37
Czech Republic,CZE,30-08-2020,35
Czech Republic,CZE,31-08-2020,35
Czech Republic,CZE,01-09-2020,40
Czech Republic,CZE,02-09-2020,40
Czech Republic,CZE,03-09-2020,44
Czech Republic,CZE,04-09-2020,50
Czech Republic,CZE,05-09-2020,52
Czech Republic,CZE,06-09-2020,54
Czech Republic,CZE,07-09-2020,62
Czech Republic,CZE,08-09-2020,57
Czech Republic,CZE,09-09-2020,64
Czech Republic,CZE,10-09-2020,65
Czech Republic,CZE,11-09-2020,69
Czech Republic,CZE,12-09-2020,70
Czech Republic,CZE,13-09-2020,74
Czech Republic,CZE,14-09-2020,78
Czech Republic,CZE,15-09-2020,81
Czech Republic,CZE,16-09-2020,91
Czech Republic,CZE,17-09-2020,93
Czech Republic,CZE,18-09-2020,94
Czech Republic,CZE,19-09-2020,87
Czech Republic,CZE,20-09-2020,110
Czech Republic,CZE,21-09-2020,115
Czech Republic,CZE,22-09-2020,120
Czech Republic,CZE,23-09-2020,131
Czech Republic,CZE,24-09-2020,151
Czech Republic,CZE,25-09-2020,168
Czech Republic,CZE,26-09-2020,181
Czech Republic,CZE,27-09-2020,187
Czech Republic,CZE,28-09-2020,187
Czech Republic,CZE,29-09-2020,202
Czech Republic,CZE,30-09-2020,198
Czech Republic,CZE,01-10-2020,221
Czech Republic,CZE,02-10-2020,245
Czech Republic,CZE,03-10-2020,274
Czech Republic,CZE,04-10-2020,265
Czech Republic,CZE,05-10-2020,326
Czech Republic,CZE,06-10-2020,354
Czech Republic,CZE,07-10-2020,366
Czech Republic,CZE,08-10-2020,412
Czech Republic,CZE,09-10-2020,408
Czech Republic,CZE,10-10-2020,438
Czech Republic,CZE,11-10-2020,426
Czech Republic,CZE,12-10-2020,467
Czech Republic,CZE,13-10-2020,518
Czech Republic,CZE,14-10-2020,543
Czech Republic,CZE,15-10-2020,551
Czech Republic,CZE,16-10-2020,596
Czech Republic,CZE,17-10-2020,587
Czech Republic,CZE,18-10-2020,589
Czech Republic,CZE,19-10-2020,634
Czech Republic,CZE,20-10-2020,657
Czech Republic,CZE,21-10-2020,735
Czech Republic,CZE,22-10-2020,751
Czech Republic,CZE,23-10-2020,772
Czech Republic,CZE,24-10-2020,800
Czech Republic,CZE,25-10-2020,828
Czech Republic,CZE,26-10-2020,893
Czech Republic,CZE,27-10-2020,962
Czech Republic,CZE,28-10-2020,1031
Czech Republic,CZE,29-10-2020,1068
Czech Republic,CZE,30-10-2020,1137
Czech Republic,CZE,31-10-2020,1156
Czech Republic,CZE,01-11-2020,1163
Czech Republic,CZE,02-11-2020,1134
Czech Republic,CZE,03-11-2020,1244
Czech Republic,CZE,04-11-2020,1196
Czech Republic,CZE,05-11-2020,1180
Czech Republic,CZE,06-11-2020,1206
Czech Republic,CZE,07-11-2020,1196
Czech Republic,CZE,08-11-2020,1199
Czech Republic,CZE,09-11-2020,1191
Czech Republic,CZE,10-11-2020,1133
Czech Republic,CZE,11-11-2020,1120
Czech Republic,CZE,12-11-2020,1110
Czech Republic,CZE,13-11-2020,1099
Czech Republic,CZE,14-11-2020,1068
Czech Republic,CZE,15-11-2020,1051
Czech Republic,CZE,16-11-2020,1008
Czech Republic,CZE,17-11-2020,961
Czech Republic,CZE,18-11-2020,919
Czech Republic,CZE,19-11-2020,913
Czech Republic,CZE,20-11-2020,860
Czech Republic,CZE,21-11-2020,839
Czech Republic,CZE,22-11-2020,828
Denmark,DNK,16-03-2020,10
Denmark,DNK,17-03-2020,18
Denmark,DNK,18-03-2020,24
Denmark,DNK,19-03-2020,30
Denmark,DNK,20-03-2020,37
Denmark,DNK,21-03-2020,42
Denmark,DNK,22-03-2020,46
Denmark,DNK,23-03-2020,55
Denmark,DNK,24-03-2020,69
Denmark,DNK,25-03-2020,87
Denmark,DNK,26-03-2020,94
Denmark,DNK,27-03-2020,109
Denmark,DNK,28-03-2020,121
Denmark,DNK,29-03-2020,131
Denmark,DNK,30-03-2020,137
Denmark,DNK,31-03-2020,145
Denmark,DNK,01-04-2020,146
Denmark,DNK,02-04-2020,146
Denmark,DNK,03-04-2020,139
Denmark,DNK,04-04-2020,138
Denmark,DNK,05-04-2020,138
Denmark,DNK,06-04-2020,133
Denmark,DNK,07-04-2020,127
Denmark,DNK,08-04-2020,127
Denmark,DNK,09-04-2020,120
Denmark,DNK,10-04-2020,113
Denmark,DNK,11-04-2020,106
Denmark,DNK,12-04-2020,104
Denmark,DNK,13-04-2020,100
Denmark,DNK,14-04-2020,93
Denmark,DNK,15-04-2020,89
Denmark,DNK,16-04-2020,92
Denmark,DNK,17-04-2020,93
Denmark,DNK,18-04-2020,87
Denmark,DNK,19-04-2020,84
Denmark,DNK,20-04-2020,84
Denmark,DNK,21-04-2020,81
Denmark,DNK,22-04-2020,80
Denmark,DNK,23-04-2020,74
Denmark,DNK,24-04-2020,69
Denmark,DNK,25-04-2020,70
Denmark,DNK,26-04-2020,70
Denmark,DNK,27-04-2020,72
Denmark,DNK,28-04-2020,66
Denmark,DNK,29-04-2020,66
Denmark,DNK,30-04-2020,62
Denmark,DNK,01-05-2020,61
Denmark,DNK,02-05-2020,60
Denmark,DNK,03-05-2020,62
Denmark,DNK,04-05-2020,57
Denmark,DNK,05-05-2020,49
Denmark,DNK,06-05-2020,46
Denmark,DNK,07-05-2020,43
Denmark,DNK,08-05-2020,42
Denmark,DNK,09-05-2020,39
Denmark,DNK,10-05-2020,40
Denmark,DNK,11-05-2020,43
Denmark,DNK,12-05-2020,43
Denmark,DNK,13-05-2020,37
Denmark,DNK,14-05-2020,35
Denmark,DNK,15-05-2020,32
Denmark,DNK,16-05-2020,28
Denmark,DNK,17-05-2020,27
Denmark,DNK,18-05-2020,26
Denmark,DNK,19-05-2020,25
Denmark,DNK,20-05-2020,25
Denmark,DNK,21-05-2020,23
Denmark,DNK,22-05-2020,23
Denmark,DNK,23-05-2020,19
Denmark,DNK,24-05-2020,21
Denmark,DNK,25-05-2020,20
Denmark,DNK,26-05-2020,23
Denmark,DNK,27-05-2020,22
Denmark,DNK,28-05-2020,20
Denmark,DNK,29-05-2020,18
Denmark,DNK,30-05-2020,20
Denmark,DNK,31-05-2020,20
Denmark,DNK,01-06-2020,20
Denmark,DNK,02-06-2020,21
Denmark,DNK,03-06-2020,20
Denmark,DNK,04-06-2020,17
Denmark,DNK,05-06-2020,17
Denmark,DNK,07-06-2020,15
Denmark,DNK,08-06-2020,16
Denmark,DNK,09-06-2020,15
Denmark,DNK,10-06-2020,17
Denmark,DNK,11-06-2020,13
Denmark,DNK,12-06-2020,12
Denmark,DNK,13-06-2020,9
Denmark,DNK,14-06-2020,9
Denmark,DNK,15-06-2020,9
Denmark,DNK,16-06-2020,8
Denmark,DNK,17-06-2020,6
Denmark,DNK,18-06-2020,6
Denmark,DNK,19-06-2020,6
Denmark,DNK,20-06-2020,6
Denmark,DNK,21-06-2020,6
Denmark,DNK,22-06-2020,7
Denmark,DNK,23-06-2020,8
Denmark,DNK,24-06-2020,8
Denmark,DNK,25-06-2020,9
Denmark,DNK,26-06-2020,11
Denmark,DNK,01-07-2020,11
Denmark,DNK,02-07-2020,9
Denmark,DNK,03-07-2020,6
Denmark,DNK,04-07-2020,6
Denmark,DNK,05-07-2020,6
Denmark,DNK,06-07-2020,7
Denmark,DNK,07-07-2020,5
Denmark,DNK,08-07-2020,5
Denmark,DNK,09-07-2020,5
Denmark,DNK,10-07-2020,4
Denmark,DNK,11-07-2020,5
Denmark,DNK,12-07-2020,6
Denmark,DNK,13-07-2020,6
Denmark,DNK,14-07-2020,6
Denmark,DNK,15-07-2020,6
Denmark,DNK,16-07-2020,5
Denmark,DNK,17-07-2020,5
Denmark,DNK,18-07-2020,2
Denmark,DNK,19-07-2020,3
Denmark,DNK,20-07-2020,3
Denmark,DNK,21-07-2020,4
Denmark,DNK,22-07-2020,4
Denmark,DNK,23-07-2020,3
Denmark,DNK,24-07-2020,3
Denmark,DNK,25-07-2020,3
Denmark,DNK,26-07-2020,3
Denmark,DNK,27-07-2020,3
Denmark,DNK,28-07-2020,3
Denmark,DNK,29-07-2020,3
Denmark,DNK,30-07-2020,3
Denmark,DNK,31-07-2020,3
Denmark,DNK,01-08-2020,2
Denmark,DNK,02-08-2020,2
Denmark,DNK,03-08-2020,2
Denmark,DNK,04-08-2020,3
Denmark,DNK,05-08-2020,2
Denmark,DNK,06-08-2020,2
Denmark,DNK,07-08-2020,2
Denmark,DNK,08-08-2020,2
Denmark,DNK,09-08-2020,2
Denmark,DNK,10-08-2020,2
Denmark,DNK,11-08-2020,2
Denmark,DNK,12-08-2020,1
Denmark,DNK,13-08-2020,1
Denmark,DNK,14-08-2020,1
Denmark,DNK,15-08-2020,0
Denmark,DNK,16-08-2020,0
Denmark,DNK,17-08-2020,1
Denmark,DNK,18-08-2020,1
Denmark,DNK,19-08-2020,1
Denmark,DNK,20-08-2020,1
Denmark,DNK,21-08-2020,1
Denmark,DNK,22-08-2020,1
Denmark,DNK,23-08-2020,2
Denmark,DNK,24-08-2020,3
Denmark,DNK,25-08-2020,3
Denmark,DNK,26-08-2020,3
Denmark,DNK,27-08-2020,2
Denmark,DNK,28-08-2020,2
Denmark,DNK,29-08-2020,4
Denmark,DNK,30-08-2020,4
Denmark,DNK,31-08-2020,4
Denmark,DNK,01-09-2020,4
Denmark,DNK,02-09-2020,4
Denmark,DNK,03-09-2020,3
Denmark,DNK,04-09-2020,3
Denmark,DNK,05-09-2020,3
Denmark,DNK,06-09-2020,4
Denmark,DNK,07-09-2020,3
Denmark,DNK,08-09-2020,3
Denmark,DNK,09-09-2020,5
Denmark,DNK,10-09-2020,5
Denmark,DNK,11-09-2020,7
Denmark,DNK,12-09-2020,4
Denmark,DNK,13-09-2020,4
Denmark,DNK,14-09-2020,4
Denmark,DNK,15-09-2020,3
Denmark,DNK,16-09-2020,2
Denmark,DNK,17-09-2020,3
Denmark,DNK,18-09-2020,3
Denmark,DNK,19-09-2020,4
Denmark,DNK,20-09-2020,9
Denmark,DNK,21-09-2020,12
Denmark,DNK,22-09-2020,14
Denmark,DNK,23-09-2020,15
Denmark,DNK,24-09-2020,14
Denmark,DNK,25-09-2020,16
Denmark,DNK,26-09-2020,17
Denmark,DNK,27-09-2020,17
Denmark,DNK,28-09-2020,17
Denmark,DNK,29-09-2020,15
Denmark,DNK,30-09-2020,15
Denmark,DNK,01-10-2020,15
Denmark,DNK,02-10-2020,13
Denmark,DNK,03-10-2020,17
Denmark,DNK,04-10-2020,18
Denmark,DNK,05-10-2020,17
Denmark,DNK,06-10-2020,15
Denmark,DNK,07-10-2020,15
Denmark,DNK,08-10-2020,17
Denmark,DNK,09-10-2020,18
Denmark,DNK,10-10-2020,20
Denmark,DNK,11-10-2020,19
Denmark,DNK,12-10-2020,19
Denmark,DNK,13-10-2020,19
Denmark,DNK,14-10-2020,17
Denmark,DNK,15-10-2020,17
Denmark,DNK,16-10-2020,16
Denmark,DNK,17-10-2020,16
Denmark,DNK,18-10-2020,17
Denmark,DNK,19-10-2020,18
Denmark,DNK,20-10-2020,15
Denmark,DNK,21-10-2020,16
Denmark,DNK,22-10-2020,17
Denmark,DNK,23-10-2020,18
Denmark,DNK,24-10-2020,17
Denmark,DNK,25-10-2020,18
Denmark,DNK,26-10-2020,17
Denmark,DNK,27-10-2020,19
Denmark,DNK,28-10-2020,18
Denmark,DNK,29-10-2020,17
Denmark,DNK,30-10-2020,17
Denmark,DNK,31-10-2020,19
Denmark,DNK,01-11-2020,19
Denmark,DNK,02-11-2020,23
Denmark,DNK,03-11-2020,22
Denmark,DNK,04-11-2020,24
Denmark,DNK,05-11-2020,24
Denmark,DNK,06-11-2020,23
Denmark,DNK,07-11-2020,29
Denmark,DNK,08-11-2020,30
Denmark,DNK,09-11-2020,33
Denmark,DNK,10-11-2020,33
Estonia,EST,26-02-2020,0
Estonia,EST,27-02-2020,0
Estonia,EST,28-02-2020,0
Estonia,EST,29-02-2020,0
Estonia,EST,01-03-2020,0
Estonia,EST,02-03-2020,0
Estonia,EST,03-03-2020,0
Estonia,EST,04-03-2020,0
Estonia,EST,05-03-2020,0
Estonia,EST,06-03-2020,0
Estonia,EST,07-03-2020,0
Estonia,EST,08-03-2020,0
Estonia,EST,09-03-2020,0
Estonia,EST,10-03-2020,0
Estonia,EST,11-03-2020,0
Estonia,EST,12-03-2020,0
Estonia,EST,13-03-2020,0
Estonia,EST,14-03-2020,0
Estonia,EST,15-03-2020,0
Estonia,EST,16-03-2020,0
Estonia,EST,17-03-2020,0
Estonia,EST,18-03-2020,0
Estonia,EST,19-03-2020,0
Estonia,EST,20-03-2020,2
Estonia,EST,21-03-2020,4
Estonia,EST,22-03-2020,6
Estonia,EST,23-03-2020,7
Estonia,EST,24-03-2020,7
Estonia,EST,25-03-2020,7
Estonia,EST,26-03-2020,7
Estonia,EST,27-03-2020,10
Estonia,EST,28-03-2020,10
Estonia,EST,29-03-2020,13
Estonia,EST,30-03-2020,13
Estonia,EST,31-03-2020,15
Estonia,EST,01-04-2020,16
Estonia,EST,02-04-2020,16
Estonia,EST,03-04-2020,20
Estonia,EST,04-04-2020,17
Estonia,EST,05-04-2020,14
Estonia,EST,06-04-2020,12
Estonia,EST,07-04-2020,11
Estonia,EST,08-04-2020,9
Estonia,EST,09-04-2020,9
Estonia,EST,10-04-2020,11
Estonia,EST,11-04-2020,11
Estonia,EST,12-04-2020,9
Estonia,EST,13-04-2020,11
Estonia,EST,14-04-2020,10
Estonia,EST,15-04-2020,10
Estonia,EST,16-04-2020,11
Estonia,EST,17-04-2020,11
Estonia,EST,18-04-2020,10
Estonia,EST,19-04-2020,14
Estonia,EST,20-04-2020,14
Estonia,EST,21-04-2020,13
Estonia,EST,22-04-2020,12
Estonia,EST,23-04-2020,11
Estonia,EST,24-04-2020,10
Estonia,EST,25-04-2020,11
Estonia,EST,26-04-2020,11
Estonia,EST,27-04-2020,12
Estonia,EST,28-04-2020,13
Estonia,EST,29-04-2020,12
Estonia,EST,30-04-2020,9
Estonia,EST,01-05-2020,9
Estonia,EST,02-05-2020,9
Estonia,EST,03-05-2020,9
Estonia,EST,04-05-2020,10
Estonia,EST,05-05-2020,10
Estonia,EST,06-05-2020,8
Estonia,EST,07-05-2020,7
Estonia,EST,08-05-2020,6
Estonia,EST,09-05-2020,6
Estonia,EST,10-05-2020,6
Estonia,EST,11-05-2020,6
Estonia,EST,12-05-2020,6
Estonia,EST,13-05-2020,6
Estonia,EST,14-05-2020,6
Estonia,EST,15-05-2020,6
Estonia,EST,16-05-2020,6
Estonia,EST,17-05-2020,6
Estonia,EST,18-05-2020,7
Estonia,EST,19-05-2020,5
Estonia,EST,20-05-2020,5
Estonia,EST,21-05-2020,4
Estonia,EST,22-05-2020,4
Estonia,EST,23-05-2020,4
Estonia,EST,24-05-2020,5
Estonia,EST,25-05-2020,5
Estonia,EST,26-05-2020,1
Estonia,EST,27-05-2020,1
Estonia,EST,28-05-2020,1
Estonia,EST,29-05-2020,2
Estonia,EST,30-05-2020,2
Estonia,EST,31-05-2020,2
Estonia,EST,01-06-2020,2
Estonia,EST,02-06-2020,1
Estonia,EST,03-06-2020,1
Estonia,EST,04-06-2020,1
Estonia,EST,05-06-2020,0
Estonia,EST,06-06-2020,0
Estonia,EST,07-06-2020,0
Estonia,EST,08-06-2020,0
Estonia,EST,09-06-2020,0
Estonia,EST,10-06-2020,0
Estonia,EST,11-06-2020,0
Estonia,EST,12-06-2020,0
Estonia,EST,13-06-2020,1
Estonia,EST,14-06-2020,1
Estonia,EST,15-06-2020,1
Estonia,EST,16-06-2020,1
Estonia,EST,17-06-2020,1
Estonia,EST,18-06-2020,1
Estonia,EST,19-06-2020,1
Estonia,EST,20-06-2020,1
Estonia,EST,21-06-2020,1
Estonia,EST,22-06-2020,1
Estonia,EST,23-06-2020,1
Estonia,EST,24-06-2020,2
Estonia,EST,25-06-2020,1
Estonia,EST,26-06-2020,1
Estonia,EST,27-06-2020,1
Estonia,EST,28-06-2020,1
Estonia,EST,29-06-2020,1
Estonia,EST,30-06-2020,1
Estonia,EST,01-07-2020,1
Estonia,EST,02-07-2020,1
Estonia,EST,03-07-2020,1
Estonia,EST,04-07-2020,1
Estonia,EST,05-07-2020,1
Estonia,EST,06-07-2020,1
Estonia,EST,07-07-2020,1
Estonia,EST,08-07-2020,1
Estonia,EST,09-07-2020,2
Estonia,EST,10-07-2020,2
Estonia,EST,11-07-2020,2
Estonia,EST,12-07-2020,2
Estonia,EST,13-07-2020,2
Estonia,EST,14-07-2020,2
Estonia,EST,15-07-2020,2
Estonia,EST,16-07-2020,2
Estonia,EST,17-07-2020,2
Estonia,EST,18-07-2020,2
Estonia,EST,19-07-2020,2
Estonia,EST,20-07-2020,2
Estonia,EST,21-07-2020,2
Estonia,EST,22-07-2020,2
Estonia,EST,23-07-2020,2
Estonia,EST,24-07-2020,1
Estonia,EST,25-07-2020,1
Estonia,EST,26-07-2020,1
Estonia,EST,27-07-2020,1
Estonia,EST,28-07-2020,1
Estonia,EST,29-07-2020,1
Estonia,EST,30-07-2020,1
Estonia,EST,31-07-2020,1
Estonia,EST,01-08-2020,1
Estonia,EST,02-08-2020,1
Estonia,EST,03-08-2020,2
Estonia,EST,04-08-2020,2
Estonia,EST,05-08-2020,1
Estonia,EST,06-08-2020,1
Estonia,EST,07-08-2020,1
Estonia,EST,08-08-2020,2
Estonia,EST,09-08-2020,2
Estonia,EST,10-08-2020,2
Estonia,EST,11-08-2020,2
Estonia,EST,12-08-2020,2
Estonia,EST,13-08-2020,1
Estonia,EST,14-08-2020,1
Estonia,EST,15-08-2020,1
Estonia,EST,16-08-2020,1
Estonia,EST,17-08-2020,1
Estonia,EST,18-08-2020,1
Estonia,EST,19-08-2020,1
Estonia,EST,20-08-2020,0
Estonia,EST,21-08-2020,0
Estonia,EST,22-08-2020,0
Estonia,EST,23-08-2020,0
Estonia,EST,24-08-2020,0
Estonia,EST,25-08-2020,0
Estonia,EST,26-08-2020,0
Estonia,EST,27-08-2020,0
Estonia,EST,28-08-2020,0
Estonia,EST,29-08-2020,0
Estonia,EST,30-08-2020,0
Estonia,EST,31-08-2020,0
Estonia,EST,01-09-2020,0
Estonia,EST,02-09-2020,0
Estonia,EST,03-09-2020,0
Estonia,EST,04-09-2020,0
Estonia,EST,05-09-2020,0
Estonia,EST,06-09-2020,0
Estonia,EST,07-09-2020,0
Estonia,EST,08-09-2020,1
Estonia,EST,09-09-2020,2
Estonia,EST,10-09-2020,2
Estonia,EST,11-09-2020,2
Estonia,EST,12-09-2020,2
Estonia,EST,13-09-2020,2
Estonia,EST,14-09-2020,1
Estonia,EST,15-09-2020,2
Estonia,EST,16-09-2020,4
Estonia,EST,17-09-2020,4
Estonia,EST,18-09-2020,4
Estonia,EST,19-09-2020,5
Estonia,EST,20-09-2020,5
Estonia,EST,21-09-2020,5
Estonia,EST,22-09-2020,3
Estonia,EST,23-09-2020,3
Estonia,EST,24-09-2020,2
Estonia,EST,25-09-2020,1
Estonia,EST,26-09-2020,1
Estonia,EST,27-09-2020,1
Estonia,EST,28-09-2020,2
Estonia,EST,29-09-2020,2
Estonia,EST,30-09-2020,2
Estonia,EST,01-10-2020,2
Estonia,EST,02-10-2020,2
Estonia,EST,03-10-2020,4
Estonia,EST,04-10-2020,4
Estonia,EST,05-10-2020,5
Estonia,EST,06-10-2020,5
Estonia,EST,07-10-2020,5
Estonia,EST,08-10-2020,5
Estonia,EST,09-10-2020,5
Estonia,EST,10-10-2020,5
Estonia,EST,11-10-2020,5
Estonia,EST,12-10-2020,5
Estonia,EST,13-10-2020,3
Estonia,EST,14-10-2020,3
Estonia,EST,15-10-2020,3
Estonia,EST,16-10-2020,3
Estonia,EST,17-10-2020,3
Estonia,EST,18-10-2020,3
Estonia,EST,19-10-2020,2
Estonia,EST,20-10-2020,3
Estonia,EST,21-10-2020,3
Estonia,EST,22-10-2020,2
Estonia,EST,23-10-2020,3
Estonia,EST,24-10-2020,3
Estonia,EST,25-10-2020,4
Estonia,EST,26-10-2020,4
Estonia,EST,27-10-2020,4
Estonia,EST,28-10-2020,4
Estonia,EST,29-10-2020,4
Estonia,EST,30-10-2020,4
Estonia,EST,31-10-2020,4
Estonia,EST,01-11-2020,4
Estonia,EST,02-11-2020,4
Estonia,EST,03-11-2020,4
Estonia,EST,04-11-2020,4
Estonia,EST,05-11-2020,4
Estonia,EST,06-11-2020,6
Estonia,EST,07-11-2020,6
Estonia,EST,08-11-2020,6
Estonia,EST,09-11-2020,7
Estonia,EST,10-11-2020,9
Estonia,EST,11-11-2020,9
Estonia,EST,12-11-2020,9
Estonia,EST,13-11-2020,9
Estonia,EST,14-11-2020,10
Estonia,EST,15-11-2020,12
Estonia,EST,16-11-2020,10
Estonia,EST,17-11-2020,11
Estonia,EST,18-11-2020,14
Estonia,EST,19-11-2020,15
Estonia,EST,20-11-2020,16
Estonia,EST,21-11-2020,16
Estonia,EST,22-11-2020,17
Finland,FIN,21-03-2020,0
Finland,FIN,25-03-2020,22
Finland,FIN,26-03-2020,24
Finland,FIN,27-03-2020,32
Finland,FIN,28-03-2020,31
Finland,FIN,29-03-2020,41
Finland,FIN,30-03-2020,49
Finland,FIN,31-03-2020,56
Finland,FIN,01-04-2020,62
Finland,FIN,02-04-2020,65
Finland,FIN,03-04-2020,72
Finland,FIN,04-04-2020,73
Finland,FIN,05-04-2020,76
Finland,FIN,06-04-2020,81
Finland,FIN,07-04-2020,83
Finland,FIN,08-04-2020,82
Finland,FIN,09-04-2020,82
Finland,FIN,10-04-2020,81
Finland,FIN,11-04-2020,80
Finland,FIN,12-04-2020,77
Finland,FIN,13-04-2020,74
Finland,FIN,14-04-2020,75
Finland,FIN,15-04-2020,75
Finland,FIN,16-04-2020,76
Finland,FIN,17-04-2020,73
Finland,FIN,18-04-2020,70
Finland,FIN,19-04-2020,68
Finland,FIN,20-04-2020,67
Finland,FIN,21-04-2020,63
Finland,FIN,22-04-2020,63
Finland,FIN,23-04-2020,60
Finland,FIN,24-04-2020,61
Finland,FIN,25-04-2020,60
Finland,FIN,26-04-2020,62
Finland,FIN,27-04-2020,56
Finland,FIN,28-04-2020,56
